,Job_Title,Industry,Company_Size,Location,AI_Adoption_Level,Automation_Risk,Required_Skills,Salary_USD,Remote_Friendly,Job_Growth_Projection,long,lat
331,Cybersecurity Analyst,Technology,Medium,Paris,Low,Low,UX/UI Design,84655.0,Yes,Stable,2.3522,48.8566
332,UX Designer,Manufacturing,Medium,Paris,Low,High,Communication,97763.0,Yes,Decline,2.3522,48.8566
333,Cybersecurity Analyst,Education,Small,Singapore,Medium,High,Sales,90775.0,Yes,Decline,103.8198,1.3521
334,UX Designer,Manufacturing,Medium,New York,Medium,Medium,Python,63246.0,No,Growth,-74.006,40.7128
335,HR Manager,Education,Small,Tokyo,Low,Medium,Project Management,94787.0,Yes,Stable,139.6917,35.6895
336,Software Engineer,Education,Large,Berlin,Low,Medium,Project Management,63065.0,No,Growth,13.405,52.52
337,Operations Manager,Transportation,Large,Dubai,Low,Medium,Communication,97490.0,Yes,Stable,25.2048,55.2708
338,AI Researcher,Retail,Medium,New York,Medium,Medium,JavaScript,74057.0,No,Stable,-74.006,40.7128
339,UX Designer,Energy,Small,Singapore,Low,High,Sales,90737.0,No,Stable,103.8198,1.3521
340,Cybersecurity Analyst,Transportation,Small,Sydney,Low,High,Marketing,97812.0,Yes,Stable,151.2093,-33.8688
341,Operations Manager,Entertainment,Medium,Berlin,Low,Low,Communication,139078.0,Yes,Decline,13.405,52.52
342,Marketing Specialist,Transportation,Large,Singapore,High,High,JavaScript,104855.0,No,Stable,103.8198,1.3521
343,Marketing Specialist,Finance,Medium,Tokyo,Low,High,Sales,117296.0,No,Stable,139.6917,35.6895
344,Data Scientist,Finance,Large,Tokyo,High,Medium,Python,127435.0,Yes,Growth,139.6917,35.6895
345,AI Researcher,Energy,Small,Tokyo,High,High,Cybersecurity,99785.0,No,Growth,139.6917,35.6895
346,HR Manager,Manufacturing,Large,New York,Low,Medium,Marketing,95714.0,No,Decline,-74.006,40.7128
347,Cybersecurity Analyst,Retail,Medium,New York,High,Low,UX/UI Design,68666.0,No,Growth,-74.006,40.7128
348,Software Engineer,Energy,Small,Dubai,Low,Low,Project Management,87667.0,Yes,Stable,25.2048,55.2708
349,Software Engineer,Education,Medium,Dubai,Medium,High,Data Analysis,75538.0,No,Growth,25.2048,55.2708
350,Cybersecurity Analyst,Healthcare,Medium,Sydney,Medium,Low,Python,81979.0,No,Decline,151.2093,-33.8688
351,Product Manager,Retail,Large,Berlin,Medium,High,Project Management,127413.0,No,Growth,13.405,52.52
352,HR Manager,Retail,Medium,San Francisco,Medium,Low,Machine Learning,92292.0,Yes,Growth,-122.4194,37.7749
353,Operations Manager,Education,Large,San Francisco,High,Medium,Data Analysis,72482.0,Yes,Decline,-122.4194,37.7749
354,UX Designer,Education,Small,Singapore,Low,Medium,Project Management,117491.0,No,Decline,103.8198,1.3521
355,Product Manager,Technology,Large,Tokyo,Low,Medium,JavaScript,109106.0,Yes,Stable,139.6917,35.6895
356,UX Designer,Energy,Small,Berlin,Low,Medium,Marketing,110153.0,No,Growth,13.405,52.52
357,UX Designer,Education,Large,Paris,Medium,High,Project Management,49877.0,Yes,Stable,2.3522,48.8566
358,Product Manager,Finance,Medium,New York,Medium,Low,UX/UI Design,128973.0,Yes,Growth,-74.006,40.7128
359,Data Scientist,Entertainment,Large,Toronto,Low,High,Cybersecurity,78830.0,No,Growth,-79.3832,43.6532
360,Marketing Specialist,Healthcare,Large,London,Medium,Medium,JavaScript,105559.0,Yes,Stable,-0.1276,51.5074
361,UX Designer,Energy,Small,Sydney,Low,High,Python,140476.0,Yes,Growth,151.2093,-33.8688
362,Product Manager,Telecommunications,Medium,Tokyo,Low,Low,Python,133107.0,Yes,Growth,139.6917,35.6895
363,Product Manager,Finance,Large,Tokyo,Low,High,Python,70449.0,No,Growth,139.6917,35.6895
364,Sales Manager,Manufacturing,Medium,Tokyo,Low,Low,Python,61110.0,Yes,Decline,139.6917,35.6895
365,Data Scientist,Education,Large,New York,Low,High,Cybersecurity,118607.0,Yes,Stable,-74.006,40.7128
366,AI Researcher,Telecommunications,Large,New York,Low,Low,Project Management,92841.0,No,Decline,-74.006,40.7128
367,Sales Manager,Education,Medium,London,Low,Low,Sales,79982.0,Yes,Stable,-0.1276,51.5074
368,Sales Manager,Retail,Large,Paris,Medium,Medium,Project Management,102424.0,Yes,Stable,2.3522,48.8566
369,Cybersecurity Analyst,Finance,Medium,Berlin,Low,Low,Machine Learning,86742.0,Yes,Growth,13.405,52.52
370,Marketing Specialist,Retail,Large,Tokyo,Low,Medium,Marketing,104026.0,Yes,Stable,139.6917,35.6895
371,Product Manager,Technology,Small,San Francisco,Medium,Medium,Data Analysis,91340.0,Yes,Decline,-122.4194,37.7749
372,Marketing Specialist,Retail,Medium,Dubai,Medium,Medium,Sales,104448.0,No,Decline,25.2048,55.2708
373,HR Manager,Technology,Large,San Francisco,Medium,High,Sales,72109.0,No,Decline,-122.4194,37.7749
374,Cybersecurity Analyst,Technology,Large,Singapore,Low,High,Project Management,118489.0,Yes,Stable,103.8198,1.3521
375,AI Researcher,Telecommunications,Small,San Francisco,High,High,Sales,103952.0,Yes,Decline,-122.4194,37.7749
376,Marketing Specialist,Education,Medium,Singapore,High,High,Communication,102926.0,Yes,Stable,103.8198,1.3521
377,Software Engineer,Manufacturing,Large,Toronto,Medium,Low,Communication,67647.0,No,Decline,-79.3832,43.6532
378,UX Designer,Retail,Small,Dubai,High,Low,Machine Learning,123993.0,No,Decline,25.2048,55.2708
379,HR Manager,Finance,Large,San Francisco,Medium,High,Data Analysis,89726.0,Yes,Stable,-122.4194,37.7749
380,Data Scientist,Technology,Medium,Toronto,Low,Low,UX/UI Design,104561.0,Yes,Decline,-79.3832,43.6532
381,AI Researcher,Education,Large,Sydney,High,Low,Cybersecurity,83544.0,No,Growth,151.2093,-33.8688
382,HR Manager,Healthcare,Large,Berlin,Low,Medium,Project Management,95218.0,Yes,Stable,13.405,52.52
383,UX Designer,Energy,Large,Toronto,High,Medium,Cybersecurity,95943.0,No,Stable,-79.3832,43.6532
384,Cybersecurity Analyst,Telecommunications,Large,Berlin,Low,Medium,UX/UI Design,33601.0,No,Stable,13.405,52.52
385,UX Designer,Manufacturing,Small,San Francisco,High,Medium,Project Management,101649.0,Yes,Growth,-122.4194,37.7749
386,Sales Manager,Transportation,Small,Paris,Low,Low,Project Management,129307.0,No,Stable,2.3522,48.8566
387,UX Designer,Telecommunications,Medium,Toronto,Low,High,Data Analysis,100796.0,Yes,Decline,-79.3832,43.6532
388,Sales Manager,Healthcare,Small,Dubai,High,Low,Cybersecurity,70846.0,Yes,Decline,25.2048,55.2708
389,Cybersecurity Analyst,Energy,Small,San Francisco,Low,Low,Communication,102999.0,Yes,Decline,-122.4194,37.7749
390,Operations Manager,Healthcare,Medium,Tokyo,Low,Low,Python,111190.0,Yes,Stable,139.6917,35.6895
391,Sales Manager,Retail,Small,New York,Low,Medium,Cybersecurity,100249.0,Yes,Decline,-74.006,40.7128
392,Data Scientist,Technology,Small,Toronto,High,Medium,Marketing,88517.0,Yes,Stable,-79.3832,43.6532
393,UX Designer,Manufacturing,Medium,Dubai,High,Medium,Marketing,85157.0,No,Decline,25.2048,55.2708
394,UX Designer,Entertainment,Medium,Sydney,Low,High,Project Management,85074.0,No,Growth,151.2093,-33.8688
395,Data Scientist,Technology,Medium,Tokyo,Low,Low,Python,103956.0,No,Growth,139.6917,35.6895
396,Software Engineer,Entertainment,Large,Sydney,High,High,JavaScript,61858.0,No,Growth,151.2093,-33.8688
397,Product Manager,Energy,Large,San Francisco,High,Medium,UX/UI Design,82563.0,Yes,Growth,-122.4194,37.7749
398,Operations Manager,Education,Medium,New York,Low,High,Machine Learning,121912.0,No,Stable,-74.006,40.7128
399,AI Researcher,Transportation,Medium,Toronto,Low,Low,Python,122684.0,No,Decline,-79.3832,43.6532
400,Sales Manager,Finance,Medium,Toronto,Low,Low,Machine Learning,60437.0,No,Growth,-79.3832,43.6532
401,Data Scientist,Technology,Large,Paris,Medium,Medium,Cybersecurity,67372.0,Yes,Stable,2.3522,48.8566
402,Cybersecurity Analyst,Manufacturing,Large,Paris,High,Medium,Cybersecurity,84588.0,No,Growth,2.3522,48.8566
403,Sales Manager,Healthcare,Small,San Francisco,Medium,High,Machine Learning,107852.0,Yes,Growth,-122.4194,37.7749
404,Product Manager,Manufacturing,Small,San Francisco,High,Medium,UX/UI Design,53451.0,No,Stable,-122.4194,37.7749
405,Cybersecurity Analyst,Energy,Medium,New York,High,Medium,Python,88904.0,Yes,Stable,-74.006,40.7128
406,HR Manager,Entertainment,Large,Paris,High,Low,JavaScript,80516.0,Yes,Decline,2.3522,48.8566
407,UX Designer,Healthcare,Large,Dubai,High,Medium,Project Management,116519.0,No,Decline,25.2048,55.2708
408,HR Manager,Finance,Large,Dubai,High,Medium,Data Analysis,56462.0,Yes,Growth,25.2048,55.2708
409,Sales Manager,Finance,Medium,New York,High,Low,Cybersecurity,91851.0,Yes,Growth,-74.006,40.7128
410,Product Manager,Technology,Small,Dubai,High,Low,Marketing,82128.0,No,Decline,25.2048,55.2708
411,Operations Manager,Energy,Medium,Singapore,Medium,High,UX/UI Design,119396.0,No,Decline,103.8198,1.3521
412,Sales Manager,Education,Small,Berlin,Low,Medium,Data Analysis,101953.0,No,Stable,13.405,52.52
413,Data Scientist,Energy,Small,New York,Low,Low,JavaScript,78284.0,Yes,Decline,-74.006,40.7128
414,Marketing Specialist,Entertainment,Medium,New York,Medium,High,Sales,107068.0,Yes,Decline,-74.006,40.7128
415,Sales Manager,Manufacturing,Small,London,Medium,High,Project Management,82223.0,Yes,Growth,-0.1276,51.5074
416,UX Designer,Finance,Small,Tokyo,Medium,Medium,Cybersecurity,109987.0,No,Decline,139.6917,35.6895
417,UX Designer,Manufacturing,Large,Tokyo,Medium,Medium,Project Management,85258.0,Yes,Growth,139.6917,35.6895
418,Sales Manager,Manufacturing,Small,Singapore,High,High,Data Analysis,111093.0,Yes,Decline,103.8198,1.3521
419,Cybersecurity Analyst,Manufacturing,Medium,Paris,Low,Low,Project Management,98722.0,Yes,Stable,2.3522,48.8566
420,Marketing Specialist,Finance,Medium,San Francisco,High,High,Sales,155210.0,Yes,Decline,-122.4194,37.7749
421,Data Scientist,Telecommunications,Small,San Francisco,Low,Medium,Data Analysis,88942.0,Yes,Decline,-122.4194,37.7749
422,Sales Manager,Retail,Large,Sydney,Low,Low,Cybersecurity,97657.0,Yes,Decline,151.2093,-33.8688
423,Cybersecurity Analyst,Entertainment,Large,Singapore,Medium,Low,Python,80412.0,Yes,Growth,103.8198,1.3521
424,UX Designer,Telecommunications,Small,New York,High,High,Marketing,90054.0,No,Stable,-74.006,40.7128
425,UX Designer,Entertainment,Small,Singapore,Medium,Medium,Data Analysis,35963.0,No,Decline,103.8198,1.3521
426,Product Manager,Healthcare,Medium,Singapore,High,High,Communication,99312.0,No,Growth,103.8198,1.3521
427,Sales Manager,Energy,Small,Singapore,Low,High,Sales,116857.0,Yes,Stable,103.8198,1.3521
428,Marketing Specialist,Energy,Large,Tokyo,Medium,High,Data Analysis,97933.0,Yes,Growth,139.6917,35.6895
429,Software Engineer,Transportation,Small,Singapore,Medium,Low,Data Analysis,63723.0,No,Growth,103.8198,1.3521
430,Marketing Specialist,Energy,Medium,Berlin,Low,Low,Communication,73964.0,Yes,Stable,13.405,52.52
431,UX Designer,Finance,Medium,San Francisco,Low,Medium,Cybersecurity,41396.0,No,Decline,-122.4194,37.7749
432,UX Designer,Education,Medium,Sydney,Low,Medium,Data Analysis,109578.0,Yes,Growth,151.2093,-33.8688
433,HR Manager,Technology,Medium,Berlin,Medium,High,Marketing,69870.0,Yes,Growth,13.405,52.52
434,UX Designer,Transportation,Medium,Sydney,High,High,Project Management,89426.0,No,Decline,151.2093,-33.8688
435,Data Scientist,Technology,Small,London,Medium,High,Cybersecurity,86925.0,No,Decline,-0.1276,51.5074
436,AI Researcher,Entertainment,Small,Sydney,High,Medium,Marketing,119755.0,No,Stable,151.2093,-33.8688
437,Sales Manager,Technology,Small,San Francisco,Medium,Low,Cybersecurity,91706.0,No,Stable,-122.4194,37.7749
438,Marketing Specialist,Technology,Small,San Francisco,Medium,Low,Marketing,106178.0,No,Stable,-122.4194,37.7749
439,AI Researcher,Transportation,Medium,Singapore,Low,High,Sales,100929.0,Yes,Decline,103.8198,1.3521
440,Cybersecurity Analyst,Healthcare,Large,Toronto,High,High,Marketing,117188.0,Yes,Growth,-79.3832,43.6532
441,Software Engineer,Manufacturing,Small,London,Medium,High,Machine Learning,85218.0,Yes,Growth,-0.1276,51.5074
442,Data Scientist,Energy,Large,New York,Medium,High,Marketing,127392.0,No,Stable,-74.006,40.7128
443,Marketing Specialist,Energy,Small,Dubai,Low,Medium,Python,50287.0,No,Decline,25.2048,55.2708
444,AI Researcher,Finance,Small,Sydney,Low,Low,Python,107149.0,No,Growth,151.2093,-33.8688
445,Software Engineer,Transportation,Large,Toronto,High,High,UX/UI Design,72668.0,No,Stable,-79.3832,43.6532
446,HR Manager,Finance,Medium,Singapore,Medium,Medium,Machine Learning,80145.0,No,Growth,103.8198,1.3521
447,Data Scientist,Education,Small,Tokyo,High,High,Machine Learning,101388.0,No,Growth,139.6917,35.6895
448,Data Scientist,Education,Small,New York,Medium,High,Project Management,101228.0,Yes,Decline,-74.006,40.7128
449,HR Manager,Finance,Small,Paris,High,Low,Machine Learning,102129.0,Yes,Decline,2.3522,48.8566
450,Sales Manager,Transportation,Large,Toronto,Low,High,Project Management,62277.0,Yes,Growth,-79.3832,43.6532
451,HR Manager,Finance,Medium,Tokyo,Medium,Low,UX/UI Design,118981.0,Yes,Stable,139.6917,35.6895
452,Data Scientist,Energy,Large,London,High,Low,UX/UI Design,71987.0,Yes,Decline,-0.1276,51.5074
453,Data Scientist,Telecommunications,Large,Singapore,Low,Low,Sales,74654.0,No,Growth,103.8198,1.3521
454,AI Researcher,Retail,Medium,New York,Low,Medium,Python,102758.0,No,Decline,-74.006,40.7128
455,UX Designer,Technology,Large,New York,High,Medium,Marketing,84266.0,No,Decline,-74.006,40.7128
456,Software Engineer,Retail,Medium,New York,Medium,Low,Marketing,96165.0,No,Decline,-74.006,40.7128
457,HR Manager,Transportation,Small,London,Medium,High,Communication,46868.0,No,Growth,-0.1276,51.5074
458,Software Engineer,Retail,Medium,Sydney,Low,Low,Communication,95686.0,No,Stable,151.2093,-33.8688
459,HR Manager,Education,Small,Paris,Medium,High,JavaScript,94357.0,Yes,Stable,2.3522,48.8566
460,Cybersecurity Analyst,Entertainment,Large,London,Medium,Low,Cybersecurity,79803.0,No,Stable,-0.1276,51.5074
461,Data Scientist,Technology,Large,Dubai,Medium,High,Sales,48518.0,No,Decline,25.2048,55.2708
462,UX Designer,Manufacturing,Small,Paris,Low,Medium,JavaScript,85744.0,No,Growth,2.3522,48.8566
463,AI Researcher,Transportation,Large,San Francisco,High,High,JavaScript,89253.0,No,Decline,-122.4194,37.7749
464,UX Designer,Technology,Medium,Singapore,Medium,Low,Data Analysis,82655.0,Yes,Stable,103.8198,1.3521
465,UX Designer,Retail,Small,London,Low,Medium,Data Analysis,53277.0,Yes,Stable,-0.1276,51.5074
466,UX Designer,Education,Large,Tokyo,Low,High,JavaScript,121895.0,No,Growth,139.6917,35.6895
467,Software Engineer,Healthcare,Small,Paris,High,High,Machine Learning,77223.0,Yes,Decline,2.3522,48.8566
468,HR Manager,Telecommunications,Medium,Dubai,Medium,High,Cybersecurity,85556.0,Yes,Stable,25.2048,55.2708
469,Operations Manager,Manufacturing,Medium,San Francisco,Medium,High,Sales,41811.0,No,Growth,-122.4194,37.7749
470,Cybersecurity Analyst,Telecommunications,Large,Sydney,High,High,JavaScript,121897.0,No,Decline,151.2093,-33.8688
471,Marketing Specialist,Technology,Medium,Tokyo,High,Medium,Marketing,80669.0,No,Decline,139.6917,35.6895
472,UX Designer,Education,Small,Paris,Low,Medium,Cybersecurity,91969.0,No,Stable,2.3522,48.8566
473,Sales Manager,Education,Medium,Singapore,Low,Medium,Data Analysis,112415.0,No,Stable,103.8198,1.3521
474,Software Engineer,Retail,Small,Tokyo,High,Medium,Marketing,76474.0,Yes,Decline,139.6917,35.6895
475,AI Researcher,Energy,Small,San Francisco,Medium,Low,Data Analysis,109265.0,No,Decline,-122.4194,37.7749
476,Marketing Specialist,Retail,Medium,Tokyo,Low,Medium,Data Analysis,48773.0,No,Stable,139.6917,35.6895
477,Operations Manager,Energy,Large,Berlin,Low,High,Cybersecurity,101020.0,No,Decline,13.405,52.52
478,Sales Manager,Energy,Medium,Toronto,Medium,High,Data Analysis,121445.0,Yes,Stable,-79.3832,43.6532
479,Operations Manager,Manufacturing,Small,Sydney,Low,Medium,UX/UI Design,78392.0,No,Decline,151.2093,-33.8688
480,Marketing Specialist,Retail,Small,San Francisco,Medium,High,Python,112378.0,No,Stable,-122.4194,37.7749
481,UX Designer,Healthcare,Medium,Tokyo,Medium,Medium,UX/UI Design,126678.0,No,Growth,139.6917,35.6895
482,Sales Manager,Finance,Large,Toronto,Medium,High,Python,84903.0,Yes,Stable,-79.3832,43.6532
483,Operations Manager,Finance,Large,Toronto,High,Low,Communication,83249.0,No,Stable,-79.3832,43.6532
484,AI Researcher,Retail,Small,Tokyo,High,Low,Communication,72034.0,No,Growth,139.6917,35.6895
485,HR Manager,Retail,Small,Singapore,High,Medium,Data Analysis,79805.0,No,Decline,103.8198,1.3521
486,Data Scientist,Telecommunications,Large,Berlin,Medium,Medium,Sales,73693.0,Yes,Growth,13.405,52.52
487,HR Manager,Manufacturing,Medium,London,Medium,Medium,Sales,72018.0,No,Stable,-0.1276,51.5074
488,Marketing Specialist,Retail,Small,Berlin,High,High,Python,113977.0,No,Decline,13.405,52.52
489,Software Engineer,Telecommunications,Small,Tokyo,Low,Medium,Marketing,74201.0,No,Growth,139.6917,35.6895
490,Data Scientist,Energy,Large,Sydney,Medium,Low,Cybersecurity,95170.0,Yes,Decline,151.2093,-33.8688
491,Cybersecurity Analyst,Education,Medium,London,Low,High,Data Analysis,90765.0,No,Decline,-0.1276,51.5074
492,AI Researcher,Education,Large,San Francisco,Low,Medium,Cybersecurity,119962.0,No,Growth,-122.4194,37.7749
493,Cybersecurity Analyst,Energy,Medium,Berlin,Medium,High,UX/UI Design,79937.0,No,Decline,13.405,52.52
494,Sales Manager,Transportation,Medium,Tokyo,Medium,High,Sales,97623.0,Yes,Growth,139.6917,35.6895
495,Data Scientist,Telecommunications,Medium,Berlin,Low,Medium,Machine Learning,105821.0,Yes,Stable,13.405,52.52
496,Cybersecurity Analyst,Telecommunications,Small,London,Low,High,UX/UI Design,119795.0,No,Decline,-0.1276,51.5074
497,Cybersecurity Analyst,Energy,Large,Dubai,High,Low,UX/UI Design,79645.0,Yes,Stable,25.2048,55.2708
498,Operations Manager,Healthcare,Large,Paris,High,Low,Python,77642.0,Yes,Stable,2.3522,48.8566
499,HR Manager,Entertainment,Medium,Berlin,Medium,High,Project Management,68764.0,Yes,Decline,13.405,52.52
